"RELADDR2","customer","bill type","SIC","billtype description","Search type","searchtype description","Long key","Customer name","Address 1","Address 2","Address 3","Town","Postal code","PRICING_SCHEDULE","SCHED_DESCRIPTION","Country code","Category 02","CUSTOMER_NATURE_DESCRIPTION","Category 21","CATEGORY_DESCRIPTION"
46643641,46643641,"B","B","Bill To Address Only","C","Customers","BE102652","CLINIQUE DES HOUX","","","RUE AUX HOUX 41D","CLERMONT","4480","BEAS","Belgium Adv. Pricing Schedule","BE","E32","Veterinary Clinic (SCM)","",""
46643839,46643839,"B","B","Bill To Address Only","C","Customers","BE203712","PHARMACEUTICA BVBA","","","ANTWERPSESTRAAT 149","LIER","2500","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
46643968,46643968,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010102653","PANALPINA LUXEMBOURG S.A.","","","B.P. 1707","LUXEMBOURG LU","L-1017","","","LU","999","Default Customer Type","",""
46644021,46644021,"B","B","Bill To Address Only","C","Customers","BE102654","C.S.D. BRUXELLES ASBL","","","RUE ST BERNARD 43","SAINT-GILLES","1060","BEAS","Belgium Adv. Pricing Schedule","BE","E15","Entreprise","",""
46644973,46644973,"E","E","Basis Account","C","Customers","BE000501","GROUPE ACAH","","","AVENUE DE FRE 206","BRUXELLES (UCCLE)","1180","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644975,46644975,"E","E","Basis Account","C","Customers","BE000502","GROUPE ARMEE NEDER_OVER_HEEMBE","","","RUE BRUYN","NEDER-OVER-HEEMBEEK (BRU)","1120","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644976,46644976,"E","E","Basis Account","C","Customers","BE000503","GROUPE CADIS","","","RUE PONT D'AMOUR 50","DINANT","5500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644979,46644979,"E","E","Basis Account","C","Customers","BE000504","GROUPE CHC","","","RUE DE HESBAYE 70","LIEGE","4000","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644981,46644981,"E","E","Basis Account","C","Customers","BE000505","GROUPE CHIREC STE ANNE ST REMI","","","RUE FROISSART 38","ETTERBEEK","1040","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644984,46644984,"E","E","Basis Account","C","Customers","BE000506","GROUPE CHU LIEGE","","","SART TILMAN/NIV  -4","LIEGE","4000","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46644989,46644989,"E","E","Basis Account","C","Customers","BE000507","GROUPE ERASME - TIVOLI","","","ROUTE DE LENNIK 808","BRUXELLES (ANDERLECHT)","1070","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46644990,46644990,"E","E","Basis Account","C","Customers","BE000508","GROEP HH LIER","","","MECHELSESTRAAT 24","LIER","2500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644991,46644991,"X","","Bill To and Ship To Address","DC","Deactivated Trade Customer","010000509","GROUPE HOP DE LA CITADELLE","","","RUE DES ALOUETTES 121","MILMORT","4041","","","BE","999","Default Customer Type","",""
46644993,46644993,"E","E","Basis Account","C","Customers","BE000512","GROUPE JOLIMONT - NIVELLES","","","RUE FERRER 159","HAINE-SAINT-PAUL","7100","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644994,46644994,"E","E","Basis Account","C","Customers","BE000514","GROEP MOL - GEEL","","","GASTHUISSTRAAT 1","MOL","2400","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644995,46644995,"E","E","Basis Account","C","Customers","BE000515","GROEP MONICA","","","HARMONIESTRAAT 68","ANTWERPEN","2018","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644996,46644996,"E","E","Basis Account","C","Customers","BE000516","GROEP NIKOLAAS - TEMSE","","","GASTHUISSTRAAT 5","TEMSE","9140","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644997,46644997,"E","E","Basis Account","C","Customers","BE000517","GROEP OLV AALST","","","MOORSELBAAN 164","AALST","9300","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644998,46644998,"E","E","Basis Account","C","Customers","BE000518","GROEP ROESELARE-TIELT-IZEGEM","","","ROESELAARSESTRAAT 47","IZEGEM","8870","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46644999,46644999,"E","E","Basis Account","C","Customers","BE000519","GROEP ST JAN BRUGGE-H.SERRUYS Do not use","","","RUDDERSHOVE","BRUGGE","8000","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645000,46645000,"E","E","Basis Account","C","Customers","BE000520","GROEP TONGEREN - BILZEN","","","HAZELEREIK 51","TONGEREN","3700","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645001,46645001,"E","E","Basis Account","C","Customers","BE000521","GROEP TURNHOUT","","","STEENWEG OP MERKSPLAS 44","TURNHOUT","2300","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645002,46645002,"E","E","Basis Account","C","Customers","BE000522","GROEP UZ GENT","","","DE PINTELAAN 185","GENT","9000","BEAS","Belgium Adv. Pricing Schedule","BE","E31","University Hospital (SCM)","",""
46645003,46645003,"E","E","Basis Account","C","Customers","BE000523","GROUPE VIVALIA","","","RUE DU VIVIER 21","MARCHE-EN-FAMENNE","6900","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645004,46645004,"E","E","Basis Account","C","Customers","BE000525","GROEP ZOL GENK - MAASEIK","","","SCHIEPSE BOS 6","GENK","3600","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645035,46645035,"E","E","Basis Account","C","Customers","BE000528","CHU BRUGMANN","","","PLACE VAN GEHUCHTEN 4","BRUSSEL (LAKEN)","1020","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645053,46645053,"E","E","Basis Account","C","Customers","BE000529","GROEP JESSA","","","SALVATORSTRAAT 20","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645054,46645054,"E","E","Basis Account","C","Customers","BE000530","GROEP ZNA","","","LINDENDREEF 1","ANTWERPEN","2020","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645145,46645145,"B","B","Bill To Address Only","C","Customers","BE102655","SPRL PHARMACIE MORDANT","","","RUE YSER 408","ANS","4430","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
46645212,46645212,"B","B","Bill To Address Only","C","Customers","BE235004","VZW JESSA ZIEKENHUIS","DIENST BOEKHOUDING","","SALVATORSTRAAT 20","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46645357,46645357,"B","B","Bill To Address Only","C","Customers","BE140200","MEDLINE SA","MME MAGALI LUCCHESE","","QUAI DES ARDENNES 1","LIEGE","4020","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
46645805,46645805,"E","E","Basis Account","C","Customers","BE000531","GROEP FENIX-LEUVEN-TIENEN-VILV","","","NAAMSESTRAAT 105","LEUVEN","3000","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46646403,46646403,"B","B","Bill To Address Only","C","Customers","BE102656","IBA-PHARMA SA","","","CHEMIN DU CYCLOTRON 3","LOUVAIN-LA-NEUVE","1348","BEAS","Belgium Adv. Pricing Schedule","BE","E21","Pharmaceutical Company","",""
46647718,46647718,"E","E","Basis Account","C","Customers","BE000103","GROUPE LUXEMBOURG","LUXEMBOURG","","B.P. 2063","LUXEMBOURG (GDL)","L-1020","BEAS","Belgium Adv. Pricing Schedule","LU","E14","Community","",""
46647954,46647954,"B","B","Bill To Address Only","C","Customers","BE102657","CHIREC ASBL","COMPTABILITE","","BOULEVARD DU TRIOMPHE 201","AUDERGHEM","1160","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46648001,46648001,"X","","Bill To and Ship To Address","TC","Transportation Carriers","DE1100125","JOST GROUP TRANSPORT U LOGISTICS","AM HOCK 1","","","WEISWAMPACH","L 9991","","","LU","","","",""
46648446,46648446,"B","B","Bill To Address Only","C","Customers","BE102658","CHU UCL Namur asbl","Service comptabilité site Mont-Godinne","","Avenue Dr Thérasse 1","YVOIR","5530","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
46649364,46649364,"B","B","Bill To Address Only","C","Customers","BE203713","EUROCEPT B.V.","TAV FINANCIELE ADMINISTRATIE","","TRAPGANS 5","ANKEVEEN","NL1244 RL","BEAS","Belgium Adv. Pricing Schedule","NL","E14","Community","",""
46649486,46649486,"B","B","Bill To Address Only","C","Customers","BE203714","APOTHEEK VEREENHOOGHE LDL","","","STATIONSTRAAT 2","LENDELEDE","8860","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
46649817,46649817,"B","B","Bill To Address Only","C","Customers","BE203715","APOTHEEK CANNAERT BVBA","","","LEGE WEG 231","SINT ANDRIES","8200","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
46657409,46657409,"X","","Bill To and Ship To Address","DV","Deactivated Trade Vendor","BE1104260","MOL EUROPE BV","HOFHOEK 7","","","POORTUGAAL","3176","","","NL","","","",""
47000064,47000064,"S","S","Ship To Address Only","HP","Home Patient","BE47000064","DHR. VAN MOLLE JEAN","","","KROONSTRAAT 95A","LENNIK","1750","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
47000111,47000111,"S","S","Ship To Address Only","HP","Home Patient","BE47000111","MME MENTION MARTINE","","","AVENUE MELINA MERCOURI 5 A","MONS","7000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47000427,47000427,"S","S","Ship To Address Only","HP","Home Patient","BE47000427","DHR VAN MOLLE JEAN CLAUDE","","","KROONSTRAAT 95A BUS 2","LENNIK","1750","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47000839,47000839,"S","S","Ship To Address Only","HP","Home Patient","BE47000839","DHR. KEPPENS LOUIS","","","MIDDELSTRAAT 62","MERCHTEM","1785","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47001083,47001083,"S","S","Ship To Address Only","HP","Home Patient","BE47001083","DHR. CUYPERS MARCEL","","","HOUTPARK 13 BUS 0001","KOERSEL","3582","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47001400,47001400,"S","S","Ship To Address Only","HP","Home Patient","BE47001400","MEVR. SEYNS LAURENCE","","","BULMOLENWEG 22","DENTERGEM","8720","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47001402,47001402,"S","S","Ship To Address Only","HP","Home Patient","BE47001402","DHR DE PUYSSELEYR ROBERT","","","BRUGSTRAAT 58","BEVEREN-WAAS","9120","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47001499,47001499,"S","S","Ship To Address Only","HP","Home Patient","BE47001499","DHR. BUYL LUDO","","","PHILIPSKOUTERSTRAAT 1","SINT-PIETERS-KAPELLE","1541","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47002192,47002192,"S","S","Ship To Address Only","DC","Deactivated Trade Customer","BE47002192","MECC HOSPITAAL WEST-HAL VIA P7","APOTHEEK MECC","","DUBOISDOMEIN 5-10","MAASTRICHT","6229 GT","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
47002384,47002384,"S","S","Ship To Address Only","HP","Home Patient","BE47002384","MEVR. Muntu Wa Nzambi","","","Jetsestraat 72 /0101","Strombeek Bever","1853","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
47002394,47002394,"S","S","Ship To Address Only","HP","Home Patient","BE47002394","MRS NZAMBI MUNTU WA","","","JETSESTRAAT 72/0101","STROMBEEK BEVER","1853","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47002604,47002604,"S","S","Ship To Address Only","HP","Home Patient","BE47002604","DHR. MAKEDI KETO  (DO NOT USE)","","","PASTORIJSTRAAT 290","TIENEN","3300","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47002666,47002666,"S","S","Ship To Address Only","C","Customers","BE47002666","C.H.R. VERVIERS","PHARMACIE","(NIVEAU DE LA BARRIERE JAUNE)","RUE DU PARC 29","VERVIERS","4800","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
47003208,47003208,"S","S","Ship To Address Only","HP","Home Patient","BE47003208","DHR. HUYGHEBAERT LUDO CORNELIUS","","","LOSTRAAT REN 26","LO-RENINGE","8647","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47003302,47003302,"S","S","Ship To Address Only","HP","Home Patient","BE47003302","DHR. Verzele Julien","","","Vlasbloemstraat 5","Menen","8930","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
47003424,47003424,"S","S","Ship To Address Only","HP","Home Patient","BE47003424","MR. VERZELE JULIEN","","","WEVELGEMSTRAAT 6","LAUWE","8930","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47003484,47003484,"S","S","Ship To Address Only","HP","Home Patient","BE47003484","MME. MARGAUX CARETTE","","","RESIDENCE DU MOULIN A VENT 25","BELOEIL","7970","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47003491,47003491,"S","S","Ship To Address Only","HP","Home Patient","BE47003491","MR. PHILIPPE JANSSENS","","","AVENUE CHARLES LEMERCIER, 55","ENGHIEN","7850","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47003659,47003659,"S","S","Ship To Address Only","HP","Home Patient","BE47003659","MR. LONDOT CHRISTIAN","","","RUE DERRIERE LE CORTIS 12","NANDRIN","4550","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47003783,47003783,"S","S","Ship To Address Only","HP","Home Patient","BE47003783","DHR. CEULEMANS PAUL","","","KONINGSBAAN 34","HEIST","2220","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47004526,47004526,"S","S","Ship To Address Only","HP","Home Patient","BE47004526","MEVR. KIRAC HATICE MERVE","","","RUE PICARD 15/CB28","Brussel","1000","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
47004615,47004615,"S","S","Ship To Address Only","HP","Home Patient","BE47004615","MR. DORSIMONT JEAN","","","RUE SAINTE APPOLINE (O) 38","OBOURG","7034","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47004816,47004816,"S","S","Ship To Address Only","HP","Home Patient","BE47004816","MR. OUACHARGUI NAJIM","","","RUE SOUS L'EAU 65 / 0011","LIEGE","4020","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47005058,47005058,"S","S","Ship To Address Only","HP","Home Patient","BE47005058","DHR. WAIGNEIN PAUL","","","ROTERIJSTRAAT 138","WAREGEM","8790","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47005065,47005065,"S","S","Ship To Address Only","HP","Home Patient","BE47005065","DHR. VAN DEN BORRE LUC","","","Krekeldries 25","Denderhoutem","9450","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47005160,47005160,"S","S","Ship To Address Only","HP","Home Patient","BE47005160","DHR STOK JOHN LUC","","","GLABBEEKSTRAA 255","GEETBETS","3450","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47005233,47005233,"S","S","Ship To Address Only","HP","Home Patient","BE47005233","MEV. Cornet Régine","","","Rue de l'eglise, 5","Marchin","4570","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47005295,47005295,"S","S","Ship To Address Only","HP","Home Patient","BE47005295","MR. Ben Yahya Touhami","","","Reinaertstraat 118","Gent","9000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47005320,47005320,"S","S","Ship To Address Only","HP","Home Patient","BE47005320","DHR GESQUIERE ROLAND","","","PUTPLEIN 33","ALVERINGEM","8690","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47005695,47005695,"S","S","Ship To Address Only","C","Customers","BE47005695","CFL LOGISTICS ENTREPOT","","","ZI Riedgen Eurohub Sud","DUDELANGE","L-3451","BEAS","Belgium Adv. Pricing Schedule","LU","116","Public Hospital","",""
47005862,47005862,"S","S","Ship To Address Only","HP","Home Patient","BE47005862","MR. Courbe Christian Raoul","","","GRAND ROUTE 34","LINKEBEEK","1630","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47006102,47006102,"S","S","Ship To Address Only","HP","Home Patient","BE47006102","MR. LETANGRE CHARLES","","","HAUTES RUES (ET), 11","ESTAIMBOURG","7730","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47006258,47006258,"S","S","Ship To Address Only","HP","Home Patient","BE47006258","DHR. Sinke Dingenis","","","Kersenweg 3","KRUININGEN.","4416 PT","BEAS","Belgium Adv. Pricing Schedule","NL","EHC","Home Care Customers","",""
47006301,47006301,"S","S","Ship To Address Only","HP","Home Patient","BE47006301","DHR DINGENIS SINKE","","","KERSENWEG 3","KRUININGEN","4416PT","BEAS","Belgium Adv. Pricing Schedule","NL","EH1","Dialysis Home Patient","",""
47006457,47006457,"S","S","Ship To Address Only","HP","Home Patient","BE47006457","MME GATHY MARIE CLAIRE","","","ZEEDIJK  170  BUS  0303","MARIAKERKE","8400","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47006707,47006707,"S","S","Ship To Address Only","HP","Home Patient","BE47006707","DHR PINXTEN ANTOINE","","","KLEINE MIERENSTRAAT 6","HEFFEN","2801","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47006997,47006997,"S","S","Ship To Address Only","HP","Home Patient","BE47006997","MEV. PANASKEVI KATELANAKIS","","","NOTEBORN 38","DILSEN-STOKKEM","3650","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47007056,47007056,"S","S","Ship To Address Only","HP","Home Patient","BE47007056","MEVR. Merken Marleen","","","Panisveld 26","Riemst","3770","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
47007114,47007114,"S","S","Ship To Address Only","HP","Home Patient","BE47007114","MEVR. Meeuws Maryke","","","Ridderstraat 26","Roeselare","8800","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
47007166,47007166,"S","S","Ship To Address Only","HP","Home Patient","BE47007166","MEV MERKEN MARLEEN","","","PANISVELD 26","RIEMST","3770","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47007216,47007216,"S","S","Ship To Address Only","HP","Home Patient","BE47007216","MEV. MEEUWS MARYKE","","","RIDDERSTRAAT 26","ROESLARE","8800","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47007242,47007242,"S","S","Ship To Address Only","HP","Home Patient","BE47007242","MME. NADINE VISEE","","","avenue des archiducs 77","Watermael","1170","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
47007262,47007262,"B","B","Bill To Address Only","C","Customers","BE47007262","VZW Organisatie Broeders Van Liefde","t.a.v. Financiële dienst","","Provinciesteenweg 408","Boechout","2530","BEAS","Belgium Adv. Pricing Schedule","BE","116","Public Hospital","",""
47007264,47007264,"S","S","Ship To Address Only","C","Customers","BE47007264","PC Multiversum","Apotheek IN GEBOUW I","","Deurnestraat 252","Mortsel","2640","BEAS","Belgium Adv. Pricing Schedule","BE","116","Public Hospital","",""
47007333,47007333,"B","B","Bill To Address Only","C","Customers","BE47007333","UMCU","CREDITEURENADMINISTRATIE","","POSTBUS 113","BILTHOVEN","3720 AC","NLAS","NL Adv. Pricing Schedule","NL","104","Private Hospital","",""
